experiment,fold,strategy,params,risk_fraction,direction_mode,session_preset,cooldown_bars_after_stop,minimum_stop_distance_to_cost,cost_multiplier,total_return_pct,max_drawdown_pct,trade_count
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.0,-2.19802556675055,3.460256991031463,1
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.0,-2.564430560514064,2.564430560514064,1
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,breakout,{'lookback': 20},0.005,long_only,all,0,1.5,1.5,-2.6634969653694607,2.6634969653694607,1
breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none,1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,0.4819541672524297,11.781327685658539,30
breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none,1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,5.386994158076552,9.580813753251382,26
breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none,2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,1.8871280605688545,18.452449485491595,35
breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none,2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,1.923591864169416,17.646382603744982,31
breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none,3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,-0.04548164050999226,15.403015589301184,31
breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none,3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,-2.5630543374931203,11.11101261422619,27
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,-0.9243993345164236,1.8603839133704003,1
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,-1.023023136645962,1.91016299529162,1
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,5.372538339444577,10.000691809947748,3
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,7.5666293824462105,8.134178947425752,2
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,-4.064203132690003,9.573270456704208,3
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,-3.2457679282086316,3.362557497615415,2
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,-2.19802556675055,3.460256991031463,1
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,-2.19802556675055,3.460256991031463,1
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.0,-2.564430560514064,2.564430560514064,1
"breakout|{'lookback': 20}|risk=0.005|dir=long_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,1.5,-2.6634969653694607,2.6634969653694607,1
breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime=none,1,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,-12.806601416671814,24.86735391852544,44
breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime=none,1,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,-17.17866669263344,24.773142087937007,36
breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime=none,2,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,-13.404626696749522,20.350160252646464,49
breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime=none,2,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,-18.105636045462926,22.339659237015454,44
breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime=none,3,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,-12.909552336750851,22.426940521497762,42
breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime=none,3,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,-6.6334269548832925,17.355747705217627,36
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,-5.349596948723889,8.09289554923387,4
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,-3.2325623915934854,5.994524961403414,2
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,-5.307359699698367,5.307359699698367,5
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,-4.013420355321684,4.013420355321684,4
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,-2.115375930840635,3.3566746712351048,2
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,-2.262036581872806,3.389237783863719,2
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"breakout|{'lookback': 20}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,breakout,{'lookback': 20},0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
